,country,lat,lon,date,year,month,day,institute,platform,cruise_number,instrument,model,manufacturer,max_depth,imeta_applied,id
578,UNITED STATES,27.83699989318848,152.33099365234375,20150121,2015,1,21,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9484252929688,0,16686463
579,UNKNOWN,-6.063000202178955,115.49199676513672,20150121,2015,1,21,0,OOCL HOUSTON (Container Ship;call sign VRDE7;built 2007;IMO9355757),99011697,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,84.04304504394531,0,16686466
580,UNITED STATES,29.3129997253418,-137.00300598144528,20150121,2015,1,21,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9201049804688,0,16686465
581,UNITED STATES,27.92300033569336,151.9980010986328,20150121,2015,1,21,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9436645507812,0,16686464
582,UNKNOWN,-30.232999801635746,114.38300323486328,20150121,2015,1,21,0,SWAN RIVER BRIDGE (Cont.ship; call sign 9V8218; built 2010; IMO9550395),99011696,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,871.5824584960938,0,16686468
583,UNITED STATES,29.16399955749512,-137.50300598144528,20150121,2015,1,21,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9260864257812,0,16686467
584,UNITED STATES,28.006999969482425,151.6649932861328,20150121,2015,1,21,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.96826171875,0,16686469
585,UNKNOWN,-30.683000564575195,114.6999969482422,20150121,2015,1,21,0,SWAN RIVER BRIDGE (Cont.ship; call sign 9V8218; built 2010; IMO9550395),99011696,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,237.62124633789065,0,16686472
586,UNITED STATES,29.01300048828125,-138.00300598144528,20150121,2015,1,21,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9052734375,0,16686471
587,UNITED STATES,28.089000701904297,151.33099365234375,20150121,2015,1,21,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9638061523438,0,16686470
588,UNITED STATES,28.858999252319336,-138.50300598144528,20150121,2015,1,21,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.911865234375,0,16686473
589,UNKNOWN,-6.433000087738037,116.5,20150121,2015,1,21,0,OOCL HOUSTON (Container Ship;call sign VRDE7;built 2007;IMO9355757),99011697,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,339.5570373535156,0,16686476
590,UNITED STATES,28.702999114990234,-139.00300598144528,20150121,2015,1,21,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9031982421876,0,16686475
591,UNITED STATES,28.17600059509277,150.9980010986328,20150121,2015,1,21,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9564208984376,0,16686474
592,UNITED STATES,28.26700019836425,150.6649932861328,20150121,2015,1,21,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9811401367188,0,16686477
593,UNKNOWN,34.900001525878906,-121.9000015258789,20150122,2015,1,22,0,0,0,XBT: T7 (SIPPICAN),T7,SIPPICAN,772.8807983398438,0,17525570
594,UNITED STATES,28.545000076293945,-139.50300598144528,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.8690185546876,0,16686479
595,UNITED STATES,28.34900093078613,150.33099365234375,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9927368164062,0,16686478
596,UNITED STATES,28.38400077819824,-140.00300598144528,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.8536987304688,0,16686480
597,UNITED STATES,28.371999740600582,150.24200439453125,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.9965209960938,0,17811585
598,UNITED STATES,28.37700080871582,150.22500610351562,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.9967041015624,0,17811586
599,UNITED STATES,28.381000518798828,150.20899963378906,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.9966430664062,0,17811587
600,UNITED STATES,28.38500022888184,150.19400024414062,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.9966430664062,0,17811588
601,UNITED STATES,28.38800048828125,150.1790008544922,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.9966430664062,0,17811589
602,UNITED STATES,28.39200019836425,150.1649932861328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.996826171875,0,17811590
603,UNITED STATES,28.395999908447266,150.14700317382812,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.996826171875,0,17811591
604,UNKNOWN,-6.96999979019165,117.31300354003906,20150122,2015,1,22,0,OOCL HOUSTON (Container Ship;call sign VRDE7;built 2007;IMO9355757),99011697,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,452.0109558105469,0,16686482
605,UNITED STATES,28.433000564575195,149.9980010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.01123046875,0,16686481
606,UNITED STATES,28.22100067138672,-140.50300598144528,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.8643798828124,0,16686484
607,UNITED STATES,28.48900032043457,149.7480010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.0072021484376,0,16686483
608,UNKNOWN,33.900001525878906,-121.1667022705078,20150122,2015,1,22,0,0,0,XBT: T4 (SIPPICAN),T4,SIPPICAN,472.5827026367188,0,17525571
609,UNITED STATES,28.05599975585937,-141.00399780273438,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.876220703125,0,16686486
610,UNITED STATES,28.54599952697754,149.4980010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9849243164062,0,16686485
611,UNITED STATES,28.61100006103516,149.2480010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9963989257812,0,16686487
612,UNITED STATES,27.88800048828125,-141.5030059814453,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.8975219726562,0,16686489
613,UNITED STATES,28.673999786376957,148.9980010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9666137695312,0,16686488
614,UNITED STATES,27.7189998626709,-142.0030059814453,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.8561401367188,0,16686490
615,UNKNOWN,33.0,-120.0,20150122,2015,1,22,0,0,0,XBT: T7 (SIPPICAN),T7,SIPPICAN,771.9301147460938,0,17525572
616,UNITED STATES,28.73699951171875,148.7480010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9690551757812,0,16686491
617,UNITED STATES,27.54599952697754,-142.5030059814453,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.857421875,0,16686493
618,UNITED STATES,28.80200004577637,148.4980010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9287719726562,0,16686492
619,UNKNOWN,-7.5,119.11699676513672,20150122,2015,1,22,0,OOCL HOUSTON (Container Ship;call sign VRDE7;built 2007;IMO9355757),99011697,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,289.1859741210937,0,16686496
620,UNITED STATES,27.371999740600582,-143.0030059814453,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.830078125,0,16686495
621,UNITED STATES,28.8799991607666,148.2480010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9581909179688,0,16686494
622,JAPAN,32.333999633789055,137.02400207519528,20150122,2015,1,22,0,KEIFU MARU (R/V;call sign JPBN;built 2000;IMO9237838),JP040512,XBT: T7 (TSK - TSURUMI SEIKI Co.),T7,TSK - TSURUMI SEIKI Co.,765.5791015625,0,16686497
623,UNITED STATES,28.95199966430664,147.9980010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.935791015625,0,16686498
624,UNITED STATES,27.19499969482422,-143.5030059814453,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.8392333984376,0,16686500
625,UNITED STATES,29.03199958801269,147.7469940185547,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9765625,0,16686499
626,JAPAN,32.75,137.39599609375,20150122,2015,1,22,0,KEIFU MARU (R/V;call sign JPBN;built 2000;IMO9237838),JP040512,XBT: T7 (TSK - TSURUMI SEIKI Co.),T7,TSK - TSURUMI SEIKI Co.,765.662109375,0,16686501
627,UNITED STATES,27.016000747680664,-144.0030059814453,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.8201293945312,0,16686504
628,UNITED STATES,29.1299991607666,147.4980010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9602661132812,0,16686502
629,UNITED STATES,29.229999542236328,147.36500549316406,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.947998046875,0,16686503
630,UNKNOWN,-7.623000144958496,120.15799713134766,20150122,2015,1,22,0,OOCL HOUSTON (Container Ship;call sign VRDE7;built 2007;IMO9355757),99011697,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,859.6964111328125,0,16686506
631,UNITED STATES,29.319000244140625,147.2480010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9675903320312,0,16686505
632,JAPAN,33.16699981689453,137.72200012207028,20150122,2015,1,22,0,KEIFU MARU (R/V;call sign JPBN;built 2000;IMO9237838),JP040512,XBT: T7 (TSK - TSURUMI SEIKI Co.),T7,TSK - TSURUMI SEIKI Co.,765.4612426757812,0,16686507
633,UNITED STATES,26.833999633789062,-144.5030059814453,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.858154296875,0,16686509
634,UNITED STATES,29.51099967956543,146.9980010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9591674804688,0,16686508
635,UNKNOWN,32.566699981689446,-118.7166976928711,20150122,2015,1,22,0,0,0,XBT: T7 (SIPPICAN),T7,SIPPICAN,772.9456176757812,0,17525573
636,UNITED STATES,26.649999618530277,-145.0030059814453,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.8151245117188,0,16686511
637,UNITED STATES,29.71999931335449,146.7480010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9591674804688,0,16686510
638,JAPAN,33.58300018310547,138.10499572753906,20150122,2015,1,22,0,KEIFU MARU (R/V;call sign JPBN;built 2000;IMO9237838),JP040512,XBT: T7 (TSK - TSURUMI SEIKI Co.),T7,TSK - TSURUMI SEIKI Co.,764.972412109375,0,16686512
639,UNKNOWN,-7.742000102996826,121.20999908447266,20150122,2015,1,22,0,OOCL HOUSTON (Container Ship;call sign VRDE7;built 2007;IMO9355757),99011697,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,832.0597534179688,0,16686515
640,AUSTRALIA,-44.10309982299805,153.39810180664062,20150122,2015,1,22,0,FALKOR (R/V;call sign ZCYL5;built 1981;ex. Seefalke 2009;IMO7928677),AU005593,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,977.9882202148438,0,17448656
641,UNITED STATES,26.46299934387207,-145.5030059814453,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.7973022460938,0,16686514
642,UNITED STATES,29.94099998474121,146.49899291992188,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9578247070312,0,16686513
643,UNITED STATES,26.274999618530277,-146.0030059814453,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.7988891601562,0,16686516
644,UNITED STATES,26.26300048828125,-146.03500366210938,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.7884521484376,0,16686517
645,JAPAN,34.0,138.572998046875,20150122,2015,1,22,0,KEIFU MARU (R/V;call sign JPBN;built 2000;IMO9237838),JP040512,XBT: T7 (TSK - TSURUMI SEIKI Co.),T7,TSK - TSURUMI SEIKI Co.,728.7227172851562,0,16686518
646,AUSTRALIA,-44.37329864501953,153.12840270996094,20150122,2015,1,22,0,FALKOR (R/V;call sign ZCYL5;built 1981;ex. Seefalke 2009;IMO7928677),AU005593,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,912.8187255859376,0,17448657
647,UNKNOWN,32.61669921875,-118.0,20150122,2015,1,22,0,0,0,XBT: T4 (SIPPICAN),T4,SIPPICAN,472.8952331542969,0,17525574
648,UNITED STATES,30.15200042724609,146.2480010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9585571289062,0,16686519
649,UNITED STATES,26.083999633789062,-146.5030059814453,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.8056030273438,0,16686522
650,UNITED STATES,30.351999282836918,145.9980010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9738159179688,0,16686520
651,UNITED STATES,30.36800003051757,145.97900390625,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.9759521484376,0,16686521
652,JAPAN,34.41699981689453,138.96800231933594,20150122,2015,1,22,0,KEIFU MARU (R/V;call sign JPBN;built 2000;IMO9237838),JP040512,XBT: T7 (TSK - TSURUMI SEIKI Co.),T7,TSK - TSURUMI SEIKI Co.,551.3987426757811,0,16686523
653,AUSTRALIA,-44.62379837036133,152.87789916992188,20150122,2015,1,22,0,FALKOR (R/V;call sign ZCYL5;built 1981;ex. Seefalke 2009;IMO7928677),AU005593,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,16.078811645507812,0,17448658
654,AUSTRALIA,-44.62910079956055,152.8726043701172,20150122,2015,1,22,0,FALKOR (R/V;call sign ZCYL5;built 1981;ex. Seefalke 2009;IMO7928677),AU005593,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,8.020294189453125,0,17448659
655,AUSTRALIA,-44.63359832763672,152.86810302734375,20150122,2015,1,22,0,FALKOR (R/V;call sign ZCYL5;built 1981;ex. Seefalke 2009;IMO7928677),AU005593,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,931.9782104492188,0,17448660
656,UNITED STATES,25.88999938964844,-147.0030059814453,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.8226318359376,0,16686525
657,UNITED STATES,30.54999923706055,145.7480010986328,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.0040893554688,0,16686524
658,UNITED STATES,30.558000564575195,145.73699951171875,20150122,2015,1,22,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.0006713867188,0,16686526
659,AUSTRALIA,-44.910301208496094,152.5897979736328,20150123,2015,1,23,0,FALKOR (R/V;call sign ZCYL5;built 1981;ex. Seefalke 2009;IMO7928677),AU005593,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,932.0013427734376,0,17448661
660,UNITED STATES,25.694000244140625,-147.5030059814453,20150123,2015,1,23,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.805419921875,0,16686528
661,UNITED STATES,30.74799919128418,145.4980010986328,20150123,2015,1,23,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.0350952148438,0,16686527
662,UNITED STATES,25.49600028991699,-148.0030059814453,20150123,2015,1,23,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,HORIZON SPIRIT (Cont./S;c.s.WFLG;built 08.1980;ex.CSX Spirit 2003;IMO7729459),US036606,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,985.7490234375,0,16686530
663,UNITED STATES,30.94099998474121,145.2480010986328,20150123,2015,1,23,SCRIPPS INSTITUTION OF OCEANOGRAPHY; LA JOLLA; CA,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014),US037820,XBT: DEEP BLUE (SIPPICAN),DEEP BLUE,SIPPICAN,986.0206298828124,0,16686529
